,Line ID,Shape ID,Departure Time,Vehicle ID,Scheduled Travel Time (min),Travel Time (min),Distance (m),Energy Consumption (kWh)
971,1-332,1-332-A-70,07:52:00,veh_1108_bus,36.0,35.833333333333336,20046.88317521878,22.870095776695372
972,1-332,1-332-A-70,08:21:00,veh_1104_bus,34.0,33.93333333333333,20046.88317521878,23.16674719686721
973,1-332,1-332-R-69,15:34:00,veh_1106_bus,44.0,43.15,22715.306474060737,23.938214128638705
974,1-332,1-332-R-69,16:54:00,veh_1107_bus,43.0,42.266666666666666,22715.306474060737,23.747688766192905
975,1-332,1-332-R-69,17:33:00,veh_1105_bus,40.0,39.266666666666666,22715.306474060737,23.64786555654319
976,1-336,1-336-A-39,06:39:00,veh_1110_bus,60.0,58.88333333333333,29751.94764774074,23.272756692482123
977,1-336,1-336-R-38,16:10:00,veh_1112_bus,61.0,62.5,29801.317626968827,24.57811313668867
978,1-336,1-336-R-38,17:07:00,veh_1111_bus,51.0,57.4,29801.317626968827,24.56882668289728
979,1-337,1-337-A-72,06:33:00,veh_1118_bus,42.0,45.083333333333336,25332.975434603224,19.25510066401147
980,1-337,1-337-A-72,06:42:00,veh_1120_bus,43.0,46.4,25332.975434603224,19.531042049493394
981,1-337,1-337-A-72,06:51:00,veh_1119_bus,47.0,47.166666666666664,25332.975434603224,19.85984303632966
982,1-337,1-337-A-72,07:16:00,veh_1113_bus,54.0,52.93333333333333,25332.975434603224,20.19708527937545
983,1-337,1-337-A-72,07:46:00,veh_1114_bus,52.0,51.3,25332.975434603224,20.17312702445184
984,1-337,1-337-A-72,08:57:00,veh_1121_bus,42.0,45.45,25332.975434603224,19.23117732381567
985,1-337,1-337-A-72,10:58:00,veh_1117_bus,40.0,44.63333333333333,25332.975434603224,19.426495440794366
986,1-337,1-337-R-73,12:09:00,veh_1124_bus,43.0,41.7,22513.85897614404,17.53665571493509
987,1-337,1-337-R-73,15:10:00,veh_1123_bus,48.0,45.85,22513.85897614404,17.980300817282373
988,1-337,1-337-R-73,16:08:00,veh_1115_bus,57.0,53.833333333333336,22513.85897614404,18.572578457510662
989,1-337,1-337-R-73,17:07:00,veh_1122_bus,46.0,42.95,22513.85897614404,18.00020925357121
990,1-337,1-337-R-73,18:17:00,veh_1116_bus,44.0,41.81666666666667,22513.85897614404,17.583943979532805
991,1-338,1-338-A-76,06:31:00,veh_1129_bus,43.0,42.3,26007.161286326496,27.055440558578574
992,1-338,1-338-A-76,06:41:00,veh_1131_bus,46.0,44.666666666666664,26007.161286326496,27.34190384734307
993,1-338,1-338-A-76,06:47:00,veh_1132_bus,46.0,44.666666666666664,26007.161286326496,27.15030379771351
994,1-338,1-338-A-76,07:15:00,veh_1130_bus,55.0,53.666666666666664,26007.161286326496,27.4414707103653
995,1-338,1-338-A-76,10:55:00,veh_1133_bus,45.0,44.31666666666667,26007.161286326496,27.344039299119945
996,1-338,1-338-R-77,12:10:00,veh_1125_bus,45.0,53.46666666666667,27176.74284185397,19.677178197950838
997,1-338,1-338-R-77,16:10:00,veh_1127_bus,59.0,61.2,27176.74284185397,19.557880058624345
998,1-338,1-338-R-77,17:07:00,veh_1128_bus,47.0,53.35,27176.74284185397,19.71815992585359
999,1-338,1-338-R-77,18:17:00,veh_1126_bus,45.0,53.61666666666667,27176.74284185397,19.50236734759767
1000,1-34,1-34-A-237,06:22:00,veh_1134_bus,15.0,17.133333333333333,9796.07040135539,7.3765371901550125
1001,1-34,1-34-A-237,06:55:00,veh_1155_bus,16.0,17.133333333333333,9796.07040135539,7.393814246514305
1002,1-34,1-34-A-237,07:31:00,veh_1156_bus,18.0,17.25,9796.07040135539,7.38095774698512
1003,1-34,1-34-A-237,08:04:00,veh_1157_bus,18.0,17.4,9796.07040135539,7.305904125996845
1004,1-34,1-34-A-237,08:34:00,veh_1158_bus,18.0,17.5,9796.07040135539,7.421094359045416
1005,1-34,1-34-A-237,10:47:00,veh_1135_bus,15.0,17.25,9796.07040135539,7.367565674028466
1006,1-34,1-34-A-237,12:47:00,veh_1136_bus,15.0,17.033333333333335,9796.07040135539,7.4218045901016945
1007,1-34,1-34-A-237,14:47:00,veh_1137_bus,15.0,17.233333333333334,9796.07040135539,7.407129236654533
1008,1-34,1-34-A-237,16:51:00,veh_1163_bus,17.0,17.6,9796.07040135539,7.477387891848655
1009,1-34,1-34-A-237,17:20:00,veh_1159_bus,16.0,17.233333333333334,9796.07040135539,7.400529308532297
1010,1-34,1-34-A-237,17:49:00,veh_1164_bus,15.0,17.166666666666668,9796.07040135539,7.4313535033041624
1011,1-34,1-34-A-237,18:23:00,veh_1152_bus,14.0,17.366666666666667,9796.07040135539,7.48255208036237
1012,1-34,1-34-A-237,18:53:00,veh_1153_bus,14.0,17.483333333333334,9796.07040135539,7.444114763189593
1013,1-34,1-34-A-237,19:45:00,veh_1154_bus,14.0,17.266666666666666,9796.07040135539,7.478500285229485
1014,1-34,1-34-A-237,21:43:00,veh_1146_bus,13.0,17.233333333333334,9796.07040135539,7.4137176195517975
1015,1-34,1-34-A-237,23:43:00,veh_1147_bus,13.0,17.133333333333333,9796.07040135539,7.420463015036443
1016,1-34,1-34-R-16,06:40:00,veh_1160_bus,11.0,11.55,7805.84145732701,18.865897269990782
1017,1-34,1-34-R-16,07:14:00,veh_1138_bus,12.0,11.7,7805.84145732701,18.92777650974882
1018,1-34,1-34-R-16,07:47:00,veh_1139_bus,12.0,11.816666666666666,7805.84145732701,18.826749905784922
1019,1-34,1-34-R-16,08:17:00,veh_1140_bus,12.0,11.75,7805.84145732701,18.833729669468365
1020,1-34,1-34-R-16,10:31:00,veh_1141_bus,12.0,11.866666666666667,7805.84145732701,18.87009995563297
1021,1-34,1-34-R-16,12:31:00,veh_1142_bus,12.0,11.916666666666666,7805.84145732701,18.865653387792573
1022,1-34,1-34-R-16,14:31:00,veh_1143_bus,12.0,12.033333333333333,7805.84145732701,18.93807475253075
1023,1-34,1-34-R-16,16:31:00,veh_1148_bus,14.0,12.816666666666666,7805.84145732701,18.977735650058015
1024,1-34,1-34-R-16,17:00:00,veh_1149_bus,14.0,12.866666666666667,7805.84145732701,18.92442680743725
1025,1-34,1-34-R-16,17:33:00,veh_1144_bus,12.0,11.883333333333333,7805.84145732701,18.818004860378643
1026,1-34,1-34-R-16,18:07:00,veh_1145_bus,12.0,12.066666666666666,7805.84145732701,18.855622082861924
1027,1-34,1-34-R-16,18:38:00,veh_1161_bus,11.0,11.616666666666667,7805.84145732701,18.90565645059251
1028,1-34,1-34-R-16,19:31:00,veh_1162_bus,11.0,11.716666666666667,7805.84145732701,18.887994542576063
1029,1-34,1-34-R-16,21:31:00,veh_1150_bus,10.0,11.666666666666666,7805.84145732701,18.844644492728015
1030,1-34,1-34-R-16,23:31:00,veh_1151_bus,10.0,11.666666666666666,7805.84145732701,18.844644492728015
1031,1-350,1-350-A-45,06:14:00,veh_1168_bus,56.0,55.61666666666667,29126.454374994122,31.999456203956886
1032,1-350,1-350-A-45,06:35:00,veh_1165_bus,66.0,64.76666666666667,29126.454374994122,31.806253179504
1033,1-350,1-350-A-45,07:00:00,veh_1173_bus,71.0,69.66666666666667,29126.454374994122,31.930474095817633
1034,1-350,1-350-A-45,07:35:00,veh_1169_bus,70.0,68.88333333333334,29126.454374994122,31.435811496247084
1035,1-350,1-350-A-45,08:54:00,veh_1175_bus,54.0,53.71666666666667,29126.454374994122,31.900837061178056
1036,1-350,1-350-A-45,10:56:00,veh_1172_bus,52.0,51.483333333333334,29126.454374994122,31.897672908079496
1037,1-350,1-350-R-36,12:09:00,veh_1174_bus,59.0,60.666666666666664,29749.578487979834,20.21674934188493
1038,1-350,1-350-R-36,15:08:00,veh_1167_bus,65.0,64.51666666666667,29749.578487979834,20.256113899949224
1039,1-350,1-350-R-36,16:06:00,veh_1166_bus,71.0,70.51666666666667,29749.578487979834,21.138403657224618
1040,1-350,1-350-R-36,17:07:00,veh_1170_bus,60.0,60.38333333333333,29749.578487979834,20.09260700831017
1041,1-350,1-350-R-36,18:16:00,veh_1171_bus,60.0,60.13333333333333,29749.578487979834,19.91009451730067
1042,1-354,1-354-A-101,06:41:00,veh_1178_bus,59.0,57.45,27665.684175737282,33.26109663122555
1043,1-354,1-354-A-101,10:50:00,veh_1176_bus,57.0,55.666666666666664,27665.684175737282,33.80580358398778
1044,1-354,1-354-R-104,12:08:00,veh_1177_bus,45.0,47.31666666666667,26858.993992206455,24.63675173719903
1045,1-354,1-354-R-104,16:15:00,veh_1179_bus,60.0,59.8,26858.993992206455,25.338242848804732
1046,1-354,1-354-R-104,17:06:00,veh_1180_bus,44.0,48.03333333333333,26858.993992206455,24.793424339267553
1047,1-355,1-355-A-26,06:40:00,veh_1183_bus,57.0,55.78333333333333,29749.367115995527,33.63660634179721
1048,1-355,1-355-A-26,09:04:00,veh_1181_bus,44.0,43.36666666666667,29749.367115995527,33.532564980392586
1049,1-355,1-355-R-19,16:08:00,veh_1184_bus,63.0,64.16666666666667,28281.48238348976,27.32177779322523
1050,1-355,1-355-R-19,17:07:00,veh_1185_bus,52.0,54.1,28281.48238348976,26.82626825959839
1051,1-355,1-355-R-19,18:18:00,veh_1182_bus,47.0,51.516666666666666,28281.48238348976,26.81113174916736
1052,1-358,1-358-A-28,06:46:00,veh_1188_bus,55.0,54.05,26065.646946999776,20.268981600855223
1053,1-358,1-358-A-28,07:13:00,veh_1187_bus,61.0,59.88333333333333,26065.646946999776,20.697815064043002
1054,1-358,1-358-R-29,16:08:00,veh_1189_bus,58.0,57.31666666666667,26310.81971929061,22.064376915621022
1055,1-358,1-358-R-29,17:10:00,veh_1190_bus,49.0,50.21666666666667,26310.81971929061,21.290130039358967
1056,1-358,1-358-R-29,18:19:00,veh_1186_bus,48.0,50.333333333333336,26310.81971929061,21.470921450532924
1057,1-36,1-36-A-146,06:04:00,veh_1200_bus,61.0,59.65,22929.03744908313,15.177547280916642
1058,1-36,1-36-A-146,06:32:00,veh_1193_bus,67.0,65.36666666666666,22929.03744908313,15.860742121690969
1059,1-36,1-36-A-146,06:59:00,veh_1197_bus,75.0,73.23333333333333,22929.03744908313,16.04827069955267
1060,1-36,1-36-A-146,07:27:00,veh_1231_bus,71.0,69.65,22929.03744908313,16.02105400989779
1061,1-36,1-36-A-146,07:58:00,veh_1229_bus,68.0,66.71666666666667,22929.03744908313,15.930107723798589
1062,1-36,1-36-A-146,09:02:00,veh_1232_bus,63.0,61.61666666666667,22929.03744908313,15.788928390109227
1063,1-36,1-36-A-146,10:02:00,veh_1207_bus,64.0,62.6,22929.03744908313,15.774794589922001
1064,1-36,1-36-A-146,11:01:00,veh_1191_bus,65.0,63.6,22929.03744908313,15.58651916393405
1065,1-36,1-36-A-146,12:01:00,veh_1192_bus,65.0,63.65,22929.03744908313,15.77688570681173
1066,1-36,1-36-A-146,13:01:00,veh_1225_bus,64.0,62.71666666666667,22929.03744908313,15.736635861227132
1067,1-36,1-36-A-146,14:02:00,veh_1208_bus,64.0,62.6,22929.03744908313,16.047066404769218
1068,1-36,1-36-A-146,15:00:00,veh_1222_bus,69.0,67.45,22929.03744908313,15.857157509036062
1069,1-36,1-36-A-146,15:56:00,veh_1212_bus,74.0,72.5,22929.03744908313,16.194942274379013
1070,1-36,1-36-A-146,17:00:00,veh_1198_bus,67.0,65.6,22929.03744908313,15.79699131274658
1071,1-36,1-36-A-146,18:01:00,veh_1202_bus,63.0,61.766666666666666,22929.03744908313,15.446942541108676
1072,1-36,1-36-A-146,19:03:00,veh_1224_bus,60.0,58.86666666666667,22929.03744908313,15.584431484676696
1073,1-36,1-36-A-146,20:03:00,veh_1215_bus,58.0,56.86666666666667,22929.03744908313,14.962257952042119
1074,1-36,1-36-A-146,21:03:00,veh_1216_bus,58.0,56.916666666666664,22929.03744908313,15.06693329843622
1075,1-36,1-36-A-146,22:05:00,veh_1194_bus,56.0,54.916666666666664,22929.03744908313,14.93258363194027
1076,1-36,1-36-A-146,23:05:00,veh_1195_bus,56.0,54.86666666666667,22929.03744908313,15.035953721621095
1077,1-36,1-36-R-150,06:58:00,veh_1220_bus,66.0,65.68333333333334,23806.924888898488,16.682241240406263
1078,1-36,1-36-R-150,07:25:00,veh_1199_bus,69.0,68.61666666666666,23806.924888898488,16.694120602308782
1079,1-36,1-36-R-150,07:54:00,veh_1228_bus,70.0,69.56666666666666,23806.924888898488,16.822517072125915
1080,1-36,1-36-R-150,09:00:00,veh_1209_bus,62.0,63.05,23806.924888898488,16.462978425215123
1081,1-36,1-36-R-150,10:00:00,veh_1210_bus,62.0,63.083333333333336,23806.924888898488,16.447136733248378
1082,1-36,1-36-R-150,10:59:00,veh_1219_bus,64.0,64.05,23806.924888898488,16.55715829882336
1083,1-36,1-36-R-150,11:58:00,veh_1204_bus,65.0,65.08333333333333,23806.924888898488,16.67859018947153
1084,1-36,1-36-R-150,12:57:00,veh_1213_bus,67.0,66.65,23806.924888898488,16.69731800794598
1085,1-36,1-36-R-150,13:57:00,veh_1214_bus,67.0,66.55,23806.924888898488,16.708799315390557
1086,1-36,1-36-R-150,14:56:00,veh_1227_bus,73.0,72.1,23806.924888898488,17.127256896326543
1087,1-36,1-36-R-150,15:20:00,veh_1203_bus,82.0,80.85,23806.924888898488,17.311770322727885
1088,1-36,1-36-R-150,15:46:00,veh_1211_bus,83.0,81.91666666666667,23806.924888898488,17.15727535789597
1089,1-36,1-36-R-150,16:18:00,veh_1221_bus,77.0,76.1,23806.924888898488,16.777122718335736
1090,1-36,1-36-R-150,16:52:00,veh_1196_bus,73.0,72.23333333333333,23806.924888898488,16.92282838634872
1091,1-36,1-36-R-150,17:26:00,veh_1226_bus,67.0,67.06666666666666,23806.924888898488,16.647409091494442
1092,1-36,1-36-R-150,17:57:00,veh_1230_bus,66.0,66.13333333333334,23806.924888898488,16.930011323223262
1093,1-36,1-36-R-150,19:00:00,veh_1223_bus,63.0,62.9,23806.924888898488,16.46807542354843
1094,1-36,1-36-R-150,20:00:00,veh_1201_bus,62.0,63.05,23806.924888898488,16.485743153586114
1095,1-36,1-36-R-150,21:02:00,veh_1205_bus,60.0,61.03333333333333,23806.924888898488,16.37889569798212
1096,1-36,1-36-R-150,22:02:00,veh_1206_bus,60.0,60.95,23806.924888898488,16.333992896707784
1097,1-36,1-36-R-150,23:03:00,veh_1217_bus,58.0,59.9,23806.924888898488,16.21813704443658
1098,1-36,1-36-R-150,24:03:00,veh_1218_bus,58.0,60.1,23806.924888898488,16.27415362933442
1099,1-370,1-370-A-12,06:25:00,veh_1241_bus,48.0,47.516666666666666,30012.21746621613,25.020574973930103
1100,1-370,1-370-A-12,06:34:00,veh_1244_bus,53.0,51.916666666666664,30012.21746621613,25.018581844541796
1101,1-370,1-370-A-12,06:42:00,veh_1236_bus,58.0,56.88333333333333,30012.21746621613,25.859761497625506
1102,1-370,1-370-A-12,06:51:00,veh_1235_bus,59.0,57.88333333333333,30012.21746621613,25.630036706716528
1103,1-370,1-370-A-12,09:01:00,veh_1234_bus,49.0,48.25,30012.21746621613,25.377507366029903
1104,1-370,1-370-A-12,11:02:00,veh_1239_bus,47.0,46.43333333333333,30012.21746621613,25.053034235163295
1105,1-370,1-370-R-10,12:08:00,veh_1240_bus,55.0,55.8,31427.54547992213,26.93443236903564
1106,1-370,1-370-R-10,15:27:00,veh_1237_bus,69.0,69.9,31427.54547992213,27.824074681778743
1107,1-370,1-370-R-10,16:03:00,veh_1242_bus,70.0,70.11666666666666,31427.54547992213,27.923907535875973
1108,1-370,1-370-R-10,17:13:00,veh_1238_bus,58.0,58.8,31427.54547992213,27.30202814879405
1109,1-370,1-370-R-10,18:20:00,veh_1243_bus,54.0,54.3,31427.54547992213,27.02643731956018
1110,1-372,1-372-A-71,06:27:00,veh_1245_bus,43.0,45.38333333333333,29782.923582822543,27.87433388900455
1111,1-372,1-372-A-71,06:42:00,veh_1250_bus,53.0,51.88333333333333,29782.923582822543,28.625220605653723
1112,1-372,1-372-A-71,07:14:00,veh_1249_bus,56.0,54.916666666666664,29782.923582822543,28.569980906108917
1113,1-372,1-372-A-71,08:54:00,veh_1253_bus,46.0,45.36666666666667,29782.923582822543,28.236216190231485
1114,1-372,1-372-A-71,10:56:00,veh_1248_bus,44.0,43.56666666666667,29782.923582822543,28.07140052603891
1115,1-372,1-372-R-70,12:09:00,veh_1252_bus,57.0,58.733333333333334,29671.697213289535,27.34190896433272
1116,1-372,1-372-R-70,16:09:00,veh_1251_bus,70.0,70.0,29671.697213289535,27.578002481117693
1117,1-372,1-372-R-70,17:09:00,veh_1246_bus,56.0,56.3,29671.697213289535,27.011796376856147
1118,1-372,1-372-R-70,18:16:00,veh_1247_bus,56.0,55.88333333333333,29671.697213289535,26.900698460284133
1119,1-374,1-374-A-67,06:55:00,veh_1255_bus,43.0,41.86666666666667,21278.650739048062,25.157938933701654
1120,1-374,1-374-A-67,07:35:00,veh_1257_bus,48.0,47.083333333333336,21278.650739048062,25.493558692242164
1121,1-374,1-374-A-67,09:09:00,veh_1254_bus,38.0,37.3,21278.650739048062,24.811691038272347
1122,1-374,1-374-R-68,16:03:00,veh_1258_bus,58.0,57.55,24091.638202431208,25.415474607403365
1123,1-374,1-374-R-68,17:01:00,veh_1256_bus,46.0,46.0,24091.638202431208,25.230656164835192
1124,1-374,1-374-R-68,18:30:00,veh_1259_bus,42.0,42.06666666666667,24091.638202431208,24.861708362747773
1125,1-380,1-380-A-45,06:45:00,veh_1261_bus,49.0,48.083333333333336,21109.745282788106,20.508876170363642
1126,1-380,1-380-A-45,06:59:00,veh_1262_bus,49.0,48.1,21109.745282788106,20.728767691663524
1127,1-380,1-380-A-45,07:22:00,veh_1266_bus,50.0,49.083333333333336,21109.745282788106,20.891072741628737
1128,1-380,1-380-A-45,10:51:00,veh_1263_bus,49.0,48.083333333333336,21109.745282788106,20.64420596326035
1129,1-380,1-380-R-44,12:00:00,veh_1260_bus,53.0,52.65,22210.346441798796,20.87784036900695
1130,1-380,1-380-R-44,16:03:00,veh_1264_bus,55.0,54.43333333333333,22210.346441798796,21.139119530541617
1131,1-380,1-380-R-44,17:00:00,veh_1265_bus,45.0,46.55,22210.346441798796,20.4830100277809
1132,1-380,1-380-R-44,18:20:00,veh_1267_bus,47.0,48.25,22210.346441798796,20.616570490635993
1133,1-381,1-381-A-43,06:34:00,veh_1269_bus,38.0,37.7,20658.09557125828,20.154276909613866
1134,1-381,1-381-A-43,07:03:00,veh_1270_bus,47.0,45.45,20658.09557125828,20.41539112614883
1135,1-381,1-381-A-43,07:26:00,veh_1271_bus,47.0,45.4,20658.09557125828,21.23729138167307
1136,1-381,1-381-A-43,09:08:00,veh_1274_bus,40.0,39.3,20658.09557125828,20.479262161887593
1137,1-381,1-381-R-211,15:58:00,veh_1268_bus,54.0,53.75,20949.460086354404,19.28388420765062
1138,1-381,1-381-R-211,17:02:00,veh_1272_bus,44.0,44.8,20949.460086354404,19.1703991432504
1139,1-381,1-381-R-211,18:20:00,veh_1273_bus,42.0,42.63333333333333,20949.460086354404,19.061905278351563
1140,1-382,1-382-A-78,06:29:00,veh_1278_bus,41.0,40.483333333333334,27079.280051238897,24.4294052211905
1141,1-382,1-382-A-78,06:37:00,veh_1284_bus,45.0,44.083333333333336,27079.280051238897,24.812512919689524
1142,1-382,1-382-A-78,06:40:00,veh_1277_bus,46.0,45.1,27079.280051238897,24.86732500851603
1143,1-382,1-382-A-78,06:51:00,veh_1276_bus,53.0,51.88333333333333,27079.280051238897,24.791275155679074
1144,1-382,1-382-A-78,07:17:00,veh_1275_bus,54.0,52.916666666666664,27079.280051238897,24.79838784355453
1145,1-382,1-382-A-78,08:53:00,veh_1282_bus,47.0,46.25,27079.280051238897,24.74630989356772
1146,1-382,1-382-A-78,10:55:00,veh_1283_bus,45.0,44.483333333333334,27079.280051238897,24.629520313560963
1147,1-382,1-382-R-77,12:12:00,veh_1279_bus,52.0,53.96666666666667,26301.93972165453,24.21691515218249
1148,1-382,1-382-R-77,16:11:00,veh_1280_bus,66.0,67.96666666666667,26301.93972165453,24.034238344722063
1149,1-382,1-382-R-77,17:11:00,veh_1281_bus,52.0,53.983333333333334,26301.93972165453,24.186445663912583
1150,1-382,1-382-R-77,18:16:00,veh_1285_bus,51.0,52.93333333333333,26301.93972165453,24.14532686647579
1151,1-384,1-384-A-53,06:25:00,veh_1286_bus,49.0,48.56666666666667,26903.269129891207,26.5967145205431
1152,1-384,1-384-A-53,06:39:00,veh_1290_bus,62.0,60.9,26903.269129891207,27.47360613269706
1153,1-384,1-384-A-53,07:11:00,veh_1291_bus,61.0,59.916666666666664,26903.269129891207,27.314930535328205
1154,1-384,1-384-A-53,08:55:00,veh_1292_bus,50.0,49.483333333333334,26903.269129891207,27.14328994369166
1155,1-384,1-384-R-26,16:00:00,veh_1289_bus,69.0,68.78333333333333,26573.105213317995,25.76019199685308
1156,1-384,1-384-R-26,17:04:00,veh_1287_bus,57.0,56.78333333333333,26573.105213317995,25.230023831563635
1157,1-384,1-384-R-26,18:20:00,veh_1288_bus,57.0,56.78333333333333,26573.105213317995,25.008559632673915
1158,1-39,1-39-A-75,06:11:00,veh_1331_bus,37.0,35.266666666666666,15161.508697836634,9.227753423044486
1159,1-39,1-39-A-75,06:39:00,veh_1334_bus,41.0,39.38333333333333,15161.508697836634,9.484249841128188
1160,1-39,1-39-A-75,07:05:00,veh_1316_bus,47.0,45.233333333333334,15161.508697836634,9.823533593759366
1161,1-39,1-39-A-75,07:34:00,veh_1304_bus,47.0,45.083333333333336,15161.508697836634,9.524863382458658
1162,1-39,1-39-A-75,08:05:00,veh_1310_bus,46.0,44.266666666666666,15161.508697836634,9.539656374855948
1163,1-39,1-39-A-75,08:20:00,veh_1333_bus,45.0,43.083333333333336,15161.508697836634,9.516484415427042
1164,1-39,1-39-A-75,09:08:00,veh_1293_bus,42.0,40.03333333333333,15161.508697836634,9.42047014860767
1165,1-39,1-39-A-75,10:08:00,veh_1294_bus,42.0,40.083333333333336,15161.508697836634,9.561058175120374
1166,1-39,1-39-A-75,11:08:00,veh_1305_bus,43.0,40.75,15161.508697836634,9.454565749039416
1167,1-39,1-39-A-75,12:08:00,veh_1306_bus,43.0,40.75,15161.508697836634,9.423583478776738
1168,1-39,1-39-A-75,13:08:00,veh_1307_bus,43.0,40.78333333333333,15161.508697836634,9.651198335566788
1169,1-39,1-39-A-75,14:08:00,veh_1308_bus,43.0,40.75,15161.508697836634,9.46087307881237
1170,1-39,1-39-A-75,15:08:00,veh_1323_bus,45.0,42.483333333333334,15161.508697836634,9.704706432336517
1171,1-39,1-39-A-75,16:06:00,veh_1309_bus,51.0,48.13333333333333,15161.508697836634,9.905525417646286
1172,1-39,1-39-A-75,17:07:00,veh_1318_bus,45.0,42.916666666666664,15161.508697836634,9.508954788314625
1173,1-39,1-39-A-75,18:10:00,veh_1332_bus,40.0,38.083333333333336,15161.508697836634,9.511206009489472
1174,1-39,1-39-A-75,19:11:00,veh_1325_bus,38.0,36.38333333333333,15161.508697836634,9.466430791883015
1175,1-39,1-39-A-75,20:11:00,veh_1320_bus,37.0,35.38333333333333,15161.508697836634,9.171719456241664
1176,1-39,1-39-A-75,21:11:00,veh_1321_bus,37.0,35.38333333333333,15161.508697836634,9.19487704820001
1177,1-39,1-39-A-75,23:11:00,veh_1295_bus,36.0,34.7,15161.508697836634,9.172230562369313
1178,1-39,1-39-R-86,07:12:00,veh_1328_bus,45.0,42.55,15833.364223508233,10.522778375737266
1179,1-39,1-39-R-86,08:12:00,veh_1329_bus,45.0,42.55,15833.364223508233,10.448179484946573
1180,1-39,1-39-R-86,08:42:00,veh_1326_bus,44.0,41.63333333333333,15833.364223508233,10.357730788866236
1181,1-39,1-39-R-86,09:15:00,veh_1298_bus,41.0,38.35,15833.364223508233,10.034620545715914
1182,1-39,1-39-R-86,10:15:00,veh_1299_bus,41.0,38.583333333333336,15833.364223508233,10.147819718179102
1183,1-39,1-39-R-86,11:15:00,veh_1300_bus,41.0,38.78333333333333,15833.364223508233,10.253575379694302
1184,1-39,1-39-R-86,12:15:00,veh_1301_bus,41.0,38.68333333333333,15833.364223508233,10.158322751428392
1185,1-39,1-39-R-86,13:15:00,veh_1302_bus,41.0,38.833333333333336,15833.364223508233,10.149960283288454
1186,1-39,1-39-R-86,14:15:00,veh_1303_bus,41.0,38.833333333333336,15833.364223508233,10.22786376819616
1187,1-39,1-39-R-86,15:14:00,veh_1311_bus,44.0,41.333333333333336,15833.364223508233,10.241841127405662
1188,1-39,1-39-R-86,15:42:00,veh_1313_bus,47.0,44.166666666666664,15833.364223508233,10.514959741379757
1189,1-39,1-39-R-86,16:07:00,veh_1327_bus,55.0,51.833333333333336,15833.364223508233,10.673924048629276
1190,1-39,1-39-R-86,16:42:00,veh_1330_bus,45.0,42.6,15833.364223508233,10.355845129173888
1191,1-39,1-39-R-86,17:13:00,veh_1322_bus,43.0,40.71666666666667,15833.364223508233,10.197668230997378
1192,1-39,1-39-R-86,17:44:00,veh_1314_bus,41.0,39.583333333333336,15833.364223508233,10.15208869149644
1193,1-39,1-39-R-86,18:14:00,veh_1315_bus,41.0,39.53333333333333,15833.364223508233,10.185467829088722
1194,1-39,1-39-R-86,19:15:00,veh_1324_bus,40.0,38.78333333333333,15833.364223508233,10.139926968681069
1195,1-39,1-39-R-86,20:16:00,veh_1312_bus,39.0,37.53333333333333,15833.364223508233,9.94920858585968
1196,1-39,1-39-R-86,21:16:00,veh_1296_bus,38.0,37.483333333333334,15833.364223508233,9.985583716845126
1197,1-39,1-39-R-86,22:16:00,veh_1297_bus,38.0,37.63333333333333,15833.364223508233,9.993377011060494
1198,1-39,1-39-R-86,23:17:00,veh_1317_bus,36.0,36.53333333333333,15833.364223508233,9.97748033305394
1199,1-39,1-39-R-86,24:18:00,veh_1319_bus,35.0,35.483333333333334,15833.364223508233,9.944640480645063
1200,1-3A,1-3A-A-52,07:56:00,veh_1336_bus,41.0,40.31666666666667,13559.730974976357,12.321199105747183
1201,1-3A,1-3A-R-53,15:55:00,veh_1335_bus,41.0,40.233333333333334,13715.745442076844,13.125020630255872
1202,1-4,1-4-A-65,05:27:00,veh_1376_bus,20.0,19.416666666666668,7639.358902042779,11.900064908312928
1203,1-4,1-4-A-65,05:57:00,veh_1370_bus,21.0,20.466666666666665,7639.358902042779,11.947733229473593
1204,1-4,1-4-A-65,06:26:00,veh_1364_bus,22.0,21.466666666666665,7639.358902042779,11.895284318413287
1205,1-4,1-4-A-65,06:55:00,veh_1423_bus,25.0,24.333333333333332,7639.358902042779,12.090576515490945
1206,1-4,1-4-A-65,07:10:00,veh_1395_bus,28.0,27.216666666666665,7639.358902042779,12.112243085209217
1207,1-4,1-4-A-65,07:27:00,veh_1422_bus,31.0,29.983333333333334,7639.358902042779,12.229802951175499
1208,1-4,1-4-A-65,07:41:00,veh_1405_bus,32.0,30.983333333333334,7639.358902042779,12.150215074808328
1209,1-4,1-4-A-65,07:43:00,veh_1404_bus,32.0,30.983333333333334,7639.358902042779,12.114863635340535
1210,1-4,1-4-A-65,07:59:00,veh_1413_bus,31.0,30.1,7639.358902042779,12.138390184413703
1211,1-4,1-4-A-65,08:13:00,veh_1396_bus,28.0,27.216666666666665,7639.358902042779,12.167808647883371
1212,1-4,1-4-A-65,08:28:00,veh_1409_bus,25.0,24.333333333333332,7639.358902042779,12.049468738595628
1213,1-4,1-4-A-65,08:43:00,veh_1421_bus,24.0,23.466666666666665,7639.358902042779,12.040282839513422
1214,1-4,1-4-A-65,08:58:00,veh_1365_bus,23.0,22.466666666666665,7639.358902042779,11.774315828441583
1215,1-4,1-4-A-65,09:15:00,veh_1366_bus,23.0,22.466666666666665,7639.358902042779,11.859452764512307
